dateTime,hitName,rotation,distance,frame,%replayed,toUse
22-07-07_23-47-03,Bench (1),143,29,6605,4,0
22-07-07_23-47-03,Bench (1),143,29,6610,4,0
22-07-07_23-47-08,face_30,140,13,6850,4,0
22-07-07_23-47-09,face_30,139,14,6855,4,0
22-07-07_23-47-09,face_30,139,14,6860,4,0
22-07-07_23-47-11,Bench (2),179,4,6960,4,0
22-07-07_23-47-12,Bench (2),155,25,6965,4,0
22-07-07_23-47-12,Bench (2),155,25,6972,4,0
22-07-07_23-47-12,Bench (2),155,24,6977,4,0
22-07-07_23-47-13,Bench (2),155,24,6982,4,0
22-07-07_23-47-13,Bench (2),155,24,6987,4,0
22-07-07_23-47-20,streetLight2 (34),158,47,7284,4,0
22-07-07_23-47-22,streetLight2 (34),139,45,7365,4,0
22-07-07_23-47-22,streetLight2 (34),124,17,7370,4,0
22-07-07_23-47-22,streetLight2 (34),124,17,7375,4,0
22-07-07_23-47-23,streetLight2 (34),124,17,7380,4,0
22-07-07_23-47-27,streetLight2 (34),124,13,7563,4,1
22-07-07_23-47-27,streetLight2 (34),161,43,7558,4,0
22-07-07_23-47-28,streetLight2 (34),124,13,7568,4,0
22-07-07_23-47-28,streetLight2 (34),124,13,7573,4,0
22-07-07_23-47-33,streetLight2 (39),157,38,7779,4,0
22-07-07_23-47-33,streetLight2 (39),124,34,7784,4,0
22-07-07_23-47-34,streetLight2 (39),124,34,7790,4,0
22-07-07_23-47-34,streetLight2 (39),124,34,7795,4,0
22-07-07_23-47-34,streetLight2 (39),124,33,7800,4,0
22-07-07_23-47-41,Chairs (6),100,56,8072,4,0
22-07-07_23-47-41,Chairs (6),76,9,8077,4,0
22-07-07_23-47-41,Chairs (6),76,9,8082,4,0
22-07-07_23-47-42,Chairs (6),76,11,8087,4,0
22-07-07_23-47-42,Chairs (6),75,10,8092,4,0
22-07-07_23-47-43,B001,69,16,8131,5,0
22-07-07_23-47-44,B001,74,40,8136,5,0
22-07-07_23-47-44,B001,75,41,8141,5,0
22-07-07_23-47-44,B001,74,41,8146,5,0
22-07-07_23-47-45,B001,75,41,8151,5,0
22-07-07_23-47-52,Chairs (6),67,4,8462,5,1
22-07-07_23-47-52,Chairs (6),78,28,8457,5,0
22-07-07_23-48-00,face_77,86,48,8776,5,0
22-07-07_23-48-00,face_77,87,50,8781,5,0
22-07-07_23-48-00,face_77,88,50,8786,5,0
22-07-07_23-48-01,face_77,88,61,8791,5,0
22-07-07_23-48-01,face_77,25,61,8796,5,0
22-07-07_23-48-02,face_77,89,62,8801,5,0
22-07-07_23-48-02,face_77,89,64,8806,5,0
22-07-07_23-48-02,face_77,90,55,8811,5,0
22-07-07_23-48-03,face_77,90,40,8816,5,0
22-07-07_23-48-03,face_77,91,69,8821,5,0
22-07-07_23-48-03,face_77,91,64,8828,5,0
22-07-07_23-48-04,face_77,92,66,8833,5,0
22-07-07_23-48-04,face_77,93,53,8838,5,0
22-07-07_23-48-04,face_77,93,52,8843,5,0
22-07-07_23-48-05,face_77,93,52,8848,5,0
22-07-07_23-48-05,face_77,169,28,8853,5,0
22-07-07_23-48-06,face_77,176,89,8858,5,0
